Year	site	total	ALIN	ALLI1	AMAR1	AMCH	AMFI	APRA	ARAD	ARGL	ARHA	ARIS1	ARLO	ARNE	ARPA	ARPE	ARPU	ARPU1	ARTE	ARTE1	ARWR	ASCR	ASNU	ASSU	ASTE	ASTE1	ASTE2	ASTR1	BAAB	BABI	BAMU	BAPE	BOAR	BOCU	BOER	BOER1	BOSP	BOTO	BRAS1	CABA	CACH	CAJA	CAWR	CHCO	CHIN	CHST	COCO	CRAN	CRCR	CRMI	CRPO	CRPT	CRYP1	DAPU	DECO	DEPI	DEVI	DICA	DIWI	ERAB	ERAN	ERBE	ERCA	ERDI	ERDV	ERIG1	ERLE	ERPU	ERRO	ERTE	ERTR	ESME	EUAL	EUDE	EUGL	EUMI	EUPH1	EUSE	EUSR	EVNU	GAPI	GIFL	GILI1	GSDL1	HAGR	HEAN	HECI	HELI1	HEPE	HODR	HOGL	HYFL	HYOD	HYVE	IVAM	KALL1	KRAM1	LARE	LEER	LEFE	LEGO	LELA	LEPI1	LESQ1	LEVI	LIBI	LIVE	LONE	LUCO	MAFE	MAPI	MATA	MEAL	MELE	MENT1	MEPU	MILI	MOCE	MUAR	MUPO	NAHI	NYCT1	OEAL	OENO1	OEPR	PAHA	PENA	PEPA	PHAC1	PHCO	PHIN	PLPA	PSTA	RANE	SACY	SAHA	SAKA	SCAR	SCBR	SELE	SELO	SOEL	SPCC	SPHA1	SPIN	SPOR1	SPSU	SPVEG	STAR	STEP1	STEX	STPA	TAAN	TAAU	TALI1	TECO	TILA	TOAN	UKFO1	UKFO2	UKFO3	UKGR1	UKGS1	VEEN	VEWR	VUOC	XASA	XASP	XATE
1994	SUMM	350.627	0	0	0	0	0	0	0	0	0	1.141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349.486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	SUMM	520.953	0	0	0	0	0	0	0	0	0	0	7.835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309.642	0	0	0	0	0	0	0	0	0.025	0	1.151	0	0	0	1.641	2.69	0	0	0	0	0.057	0	0	0	0.008	0	0	0	7.259	0	0	0	0	0	0	0	66.573	0	0	0	0	0	0	0	0	0	0.215	0	0	2.194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021	0	0	84.111	3.858	0	0	10.651	0	0	0	0	0	0	0	1.221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.406	0	0	0	0	0	0	0	0	1.094	0.012	0	0	0	1.289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1996	SUMM	241.702	0	0	0	0	0	0	0	0	0	5.172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236.391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	SUMM	383.454	0.088	0	0	0	0	0	0	0	0	0	0	0	0	0	39.554	0	0	1.314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323.607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.607	0	0	0.687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.743	0	0	0	0	0	0	0	0	0	0.541	0	0	0	0.957	0	0	0	0	0	0	0	1.086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	SUMM	601.328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	574.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.201	0.819	0	0	0.228	0	0	0	0	0	0	0	0	0	1.639	0	0	0	0	0	0	0	3.039	0	0	0	0	0	0	0	0	0	0	0	0	0.353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008	0	0	6.417	0.148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.624	0	0	0	0	0	0	0	4.882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	SUMM	339.446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.598	0	1.593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299.88	0	0	0.555	0	0	0	0	0	0	0	0	0	0	0	0	3.216	0	0	0	0	0	0	0	0	0	0	0	0	0.962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.146	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0.114	0	0	2.326	0.999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.783	0	0	0	0	0	0	0	0	0	0.154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	SUMM	334.504	0	0	0	0	0	0	0	0	0	5.629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	SUMM	546.56	0	0	0	0	0	0	0	0	0	2.511	17.799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287.172	0	0	0	0	0	0	0	4.201	0.002	0	3.181	0	0	0	7.343	2.652	0	0	0	0	21.54	0	0	0	0.603	0	0	0	98.498	0	0	0	0	0	0	0	29.794	0	0	0	0	0	0	0	0	0	0	1.773	0	1.446	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0.215	0	0	10.542	2.957	0	0.02	3.742	1.464	0	0	0	0	0	0	0	0	0	0	0	0.013	0	0	0	0	0	0	0.232	0	0	36.227	0	3.826	0	0	0	0	8.727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	SUMM	252.841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241.08	0	0	0	0	0	0	0	0	0	0	0.014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011	0	0	2.963	0	0	0.234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.175	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	SUMM	741.067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203.586	0	0	0	0	0	0	0	2.333	0	0	93.893	0	0	0	1.881	0.245	0	3.441	0.054	0	11.579	0	0	0	0.005	0	0	0	20.758	0	0	0	0	0	0	0	141.777	0	0	0	0	0	0	0	0	0	0	4.513	0	0.193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.861	0	0	189.111	15.686	0	0	4.678	0.815	0	0	0	3.796	0	0	23.604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.644	0	0	0	0	0	0	0	0	0	0.054	0	0	0	0	0	6.304	0	0	0	0	0.256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	SUMM	159.207	0	0	0	0.018	0	0	0.058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53	0	0	0	0	0	0	0	0	99.248	0	0	0	0	0	0	0	0.467	0	0	36.337	0	0	0	0.091	2.331	0	0	0	0	0	0	0	0	0	0	0	0	1.49	0	0	0	0	0	0	0	0.783	0	0.336	0.031	3.393	0	0.097	0	0	0	0	0	0.033	0	0	0	0	0	0	0	0	0	0	0	0.72	0	0	0	0	0	0	0	0	1.402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.431	0	0	0	0	0	0	0	0	0	2.896	0	0	0	0	0	6.038	0	0	0	0	0	0	2.477	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	SUMM	1498.404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125.459	0	0	0	0	0	0	0	1.4	0	0	346.992	0	1.336	0	5.736	0.169	45.113	0	0	0	14.563	0	10.096	0	0.511	0	0	0	22.186	0	0	0	0	0	17.051	0	483.301	0	0	0	0	0	0	0	0	0	0	0.957	0	13.305	0	0	0	0	0	0	0	0	0	0.22	0	0	0	0	0	0	10.901	0	0	254.981	29.255	0	3.544	46.056	0.163	0	0	0	0	0	0	8.889	0	0	0	0	0	0	0	0	0	0	0	5.889	0	0	18.976	0	7.99	0	0	0	0	0	0	0	0.533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.832	0	0	0
2006	SUMM	288.908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288.908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	SUMM	723.41	0	2.471	0	0.156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.592	0	0	0	0	0	151.255	0	0	0	0	0	0	0	0.933	0	0	9.033	0	0	0	0	0.379	0	0	0	0	0	0	0	27.139	0.044	0	0	0	8.731	0	0	15.995	0	0	32.851	0	14.494	0	0	0	0	0	0	0	0	0	0	0	0	8.573	0	0	0	0	0	0	0	0	0	12.605	0	0	0	0	0	0	0.043	0	0	226.526	1.087	0	139.648	8.319	0.163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.733	0	0	0	0	0	0	0	0	0	5.271	0	0	0	0	0	0	0	0	4.369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	SUMM	262.552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252.464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	SUMM1	1030.666	3.034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.044	0	0	0	0	0	0	0	0	0	0.021	0	0	0	0	0	874.086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137.729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	SUMM1	739.502	2.004	0	0	0.137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.339	0	0	0	0	0	501.179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.442	0	0	0	0	0	0	0	0	0	0	0	221.859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	SUMM1	528.794	0.051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	520.398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.257	0	0	0	0	0	0	0	0	0	0	0.096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1992	SUMM1	758.218	0	0	0	8.967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407.397	0	0	0	0	0	0	0	0.467	0	0	0	0	0	0	0	31.849	0	0	0	0	0	0	0	0	0	0	0	0.781	0.068	0	0	0	0	0	0	0	2.219	0	0	0	0	0	0	0	0	0	0	0	0	0.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293.268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1993	SUMM1	639.256	0	0	0	1.172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264.169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.54	0	0	0	0	0	0	0	0	0.089	0	0	0	6.174	0	0	0	0	0	1.951	0	0.604	0	0	0	0	0	0	0	0	0	0	0	0	13.172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313.113	0	0	0	0	0	0	0	0	0	0	0	0.431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1994	SUMM1	523.418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386.835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136.372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	SUMM1	650.542	0	0	0	0.027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	346.665	0	0	0	0	0	0	0	1.867	0	0	0.48	0	0	0	0.621	4.133	0	0	0	0	0.698	0	0	0	0.047	0	0	0	5.295	0	0	0	0	0	0	0	48.762	0	0	0	0	0	0	0	0	0	0	0	0	1.378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	77.287	6.857	0	0.007	2.432	0.978	0	0	0.375	0	0	0	0	0	0	139.256	0	0	0	0	0	0	0	0	0	0	0	6.9	0	0	0	0	0	0	0	0	0.462	0	0	0	0	5.619	0	0	0	0	0.314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1996	SUMM1	348.344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197.966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150.366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	SUMM1	435.462	0.095	0	0	0.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234.028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.726	0	0	0.904	0	0	0	0	0	0	0	0	0	2.781	0	0	1.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184.925	0	0	0	0	0	0	0	0	0	0	0	0.863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.272	0	0	0	0.218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	SUMM1	477.767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311.397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.869	0	0	0.38	0	0	0	0	0	0	0	0	0	9.13	0	0	2.72	0	0	0	0	0.163	0	0	0	0	0	0	0	0	0	0	0	0	0.081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149.221	0	0	0	0	0	0	0	0	0	0	0	1.725	0	0	0	0	0	0	0	0	0	0	0	0	0.081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	SUMM1	474.216	0	0	0	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282.678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61	2.008	0	0	0	0	2.02	0	0	0	0.004	0	0	0	4.832	0	0	2.04	0	0	0	0	0.026	0	0	0	0	0	0	0	0	0	0	0	0	0.011	0	0	0	0	0	0	0	0	0	0.074	0	0	0	0	0	0	0.013	0	0	5.992	0.906	0	0	0	0	0	0	0	0	0	0	0	0	0	155.166	0	0	0	0	0	0	0	0	0	0	0	16.818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	SUMM1	316.876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291.729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	SUMM1	549.739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301.5	0	0	0	0	0	0	0	0.467	0.021	0	0	0	0	0	1.323	3.174	0	0	0	0	19.697	0	0	0	0.176	0	0	0	44.488	0	0	0.68	0	0	0	0	29.452	0	0	0	0	0	0	0	0	0	0	3.915	0	0.749	0	0	0	0	0	0	0	0	0	0.106	0	0	0	0	0	0	0.128	0	0	34.368	20.353	0	0.096	0	2.603	0	0	1.389	0	0	0	0	0	0	56.779	0	0	0	0	0	0	0	0	0	0	0	27.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	SUMM1	325.807	0	0	0	0.297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	279.929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	42.065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.062	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	SUMM1	710.029	0	0	0	0.457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037	0	0	0.381	0	0	0	0	0	241.313	0	0	0	0	0	0	0	0	0.059	0	49.523	0	0	0	0	6.406	0	0	0	0	6.579	0	0	0	0.105	0	0	0	41.558	0	0	1.36	0	0	0	0	121.211	0	0	0	0	0	0	0	0	0	0	8.914	0	3.272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.902	6.768	0	0	0	4.88	0	0	6.719	0	0	0	36.628	0	0	87.098	0	0	0	0	0	0	0	0	11.778	0	0	2.156	0	45.242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	SUMM1	357.111	0	0.379	0	19.651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.01	0	0	0	0	0	81.485	0	0	0	0	0	0	0	0	8.881	0	52.074	0	0	0	0	24.863	0	0	0	0	0	0	0	0	0	0	0	0	0.111	0	0	1.36	0	0	0	0	0.697	0	0.498	0	9.501	0	0	0.034	0	0	0	0	0.046	0	0	0	0	0	0	0	0	0	0	0	1.68	0	0	0	0	0	0	0	0	0.044	0	0	0	0	0	0	0	15.434	0	0	0	0	0	0	131.199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.163	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0
2005	SUMM1	1500.777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.119	0	0	0	0	0	89.022	0	0	0	0	0	0	0	0	0	0	329.929	0	0.04	5.271	1.255	18.306	64.805	0	0	0	23.91	0	0	0	0.909	0	0	0	26.725	0	0	0	0	0	0	0	535.136	0	0	0	0	0	0	0	0	0	0	0.696	0	0.296	0	0	0	0	0	0	0	0	0	7.403	0	0	0	0	0	0	7.209	0	0	256.969	6.915	0	0	5.901	0.163	0	0	0	0	0	0	48.728	0	0	58.094	0	0	0	0	0	0	0	0	0	0	0	6.901	0	0	0	0	0	2.401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.674	0	0	0
2006	SUMM1	318.264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	SUMM1	585.803	1.706	2.579	0	0.505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.395	0	0	0	0	0	166.531	0	0	0	0	0	0	0	0.934	0.88	0	16.508	0	0.283	4.518	0.268	43.879	12.417	0	0	0	0	0	0	0	1.771	0	0	0	18.762	0	0	51.921	0	0	0	0	73.845	0	0	0	0	0	0	0	0	0	0	0	0	4.254	0	0	0	0	0	0	0	0	0	47.851	0	0	0	0	0	0	3.747	0	0	60.031	2.251	0	21.117	10.464	0.975	0	0	0	0	0	0	0	0	0	0.178	0	0	0	0	0	0	0	0	0	0	0	33.208	0	0	0	0	0	0	0	0	0	0.097	0	0	0	0	0	0	0	0	0.928	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	SUMM1	265.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238.674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
