Year	site	total	ACWR	AMAR	AMAR1	AMPA	AMPU	APRA	ARAD	ARGL	ARHA	ARIS1	ARLO	ARNE	ARPU	ARPU1	ARWR	ASNU	ASTE	ASTE1	ASTR1	BAAB	BAMU	CABA	CAJA	CHIN	COCO	CONI	CRAN	CRCR	CRMI	CRPO	CRYP1	DAPU	DEPI	DIWI	ERAB	ERAN	ERDV	ERIO1	ERPU	ERRO	EUAL	FABA1	HAGR	HEHU	HOGL	LEGO	LESQ1	LIVE	MACH1	MALI	MAPI	MEPU	MSDL1	MUPO	NAHI	PECT1	PEPA	PHAC1	PHIN	POOL	PORT1	PSTA	SAKA	SCAR	SELE	SOEL	SPIN	SPOR1	SPSU	SPVEG	TECO	TILA	UKFO1	UKFO8	UKGR1	UKGR2	UKGS1	XASA	XASP1
2004	RABB2	74.519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.177	0	0	0.013	0	0	0	0	0	0	0	0	0.672	0	0	0	0	0	0	0	0	0	0	0	0	73.647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0
2005	RABB2	238.134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027	0	0	0.119	0	0	0	0	0	0	0	6.121	0	0	0.439	69.18	125.193	0	0	0	0	0	0	1.49	0	0	0	0	0	0	0	0	0	0	0	0	32.571	0	0	0	0	0	0	0	0	2.994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2006	RABB2	8.748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	RABB2	2869.744	0	0	0	0	0	0	0	0	0	0.544	0	0.166	0	0	0	0	0	0	0	0	49.201	0.353	0	0	0	0	0	0	0	0	0	41.15	0	2474.618	0	0	0	0	0	0	4.111	0	0	0	0	0	0	0	0	0	0	0	0	129.591	83.563	0	0	0	0	0	0	0	0	0	9.292	0	0	77.155	0	0	0	0	0	0	0	0	0	0	0
2008	RABB2	104.162	0	0	0	0	0	0	0	0	0	0.284	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	10.131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0.805	0	0	0	0	0	0	0	0	0	0	0
1989	RABB3	50.877	0	0	0	0	0	0	0	0	0	0	25.401	0	0	0	0	0	0	0	0	0	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.469	0	16.979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	RABB3	91.279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.94	0	0	0	0	0	0	0.362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.998	0	15.884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.454	0	0	0	0	0	0	1.625	0	0.016	0	0	0	0	0	0	0
1991	RABB3	108.388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.861	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.306	0	2.084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.087	0	0	0	0	0	0	0	0	0
1992	RABB3	273.658	0.056	0	0	0	0	0	0	0	0	0	0	0	0	0	60.283	0	0	0	0	0	0	0.677	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	186.246	0	14.227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0.641	0	0	0.547	0	0	0	0	0	0	10.884	0	0.005	0	0	0	0	0	0	0
1993	RABB3	107.367	0	0	0	0	0	0	0	0	0	0	1.515	0	0	0	38.984	0	0	0	0	0	0	0.017	0	0	0	0	0	0	0	0	0.061	0	0.094	0	0	0	0	0	36.218	0	24.926	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133	0	0	0	0	0	0	0	1.334	0	0	0	0	3.928	0	0.157	0	0	0	0	0	0	0	0	0
1994	RABB3	37.598	0	0	0	0	0	0	0	0	0	22.162	0	0	0	0	0	0	0	0	0	0	0	0.084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.144	0	0.902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0.305	0	0	0	0	0	0	0	0	0	0	0
1995	RABB3	34.639	0	0	0	0	0	0	0	0	0	0.313	0	4.614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.067	0	0	1.129	20.226	0.483	0.021	0	0	0	0	0.015	4.417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0.861	0	0	0	0	0	0	0	0	0	2.491	0
1996	RABB3	2.574	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.718	0	0	0	0	0	0	0	0	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105	0	0	0	0	0.044	0	0	0	0	0	0	0	0	0	0.59	0
1997	RABB3	50.439	0	0	0	0	0	0	0	0	0	0	0	0	0	2.839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075	0	0	39.783	0	0	0	0	0	0	0	0	5.974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106	0	0	0	0	1.157	0	0.5	0	0	0	0	0	0	0.005	0	0
1998	RABB3	44.676	0	0	0	0	0	0	0	0	0	0.071	0	0.734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.982	0	0	0	0	0	0	0	0	3.801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032	0	0	0	0	0	0	0.056	0	0	0	0	0	0	0	0	0
1999	RABB3	15.665	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053	0.005	0	0	0	0	0	0	0.005	0	0	12.169	0	0.17	0	0	0	0	0	0.073	1.822	0	0	0	0	0	0	0	0	0	0	0	0	0.152	0.014	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	1.196	0	0	0	0	0	0	0	0	0
2000	RABB3	19.8	0	0	0	0	0	0	0	0	0	1.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.03	0	0	0	0	0	0	0	0	1.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	RABB3	70.532	0	0	0	0	0	0	0	0	0	0.733	0	0	6.625	0	0	0	0	0	0.008	0	0.844	0	0	0	0	0	0	0	0.212	0	0	35.628	20.698	0.556	0.034	0	0	0	0	0.003	4.952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.239	0	0	0	0	0	0	0	0	0	0	0
2002	RABB3	17.967	0	0	0	0	0	0	0	0	0	10.696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.151	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	RABB3	33.035	0	0	0	0	0	0	0	0	0	9.228	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0.003	0	0	20.174	3.301	0.015	0	0	0	0	0	0	0.309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	RABB3	8.237	0	0	0	0	0	0	0	0	0	0	0	7.631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.251	0	0	0.126	0	0	0	0	0	0	0	0	0.227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0
2005	RABB3	203.582	0	0	0	0	0	0	0	0	0	0	0	8.424	0	0	0	0	0	0	0	0	0.361	0	0	0	0	0	0	0	2.878	0	0	0.314	12.89	178.098	0	0	0	0	0	0	0.579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2006	RABB3	0.946	0	0	0	0	0	0	0	0	0	0.946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	RABB3	1546.129	0	0	0	0	0	0	0	0	0	3.076	0	110.562	4.259	0	0	0	0	0	0	0	97.933	0.421	0	0	0	0	0	0	0	0	0	62.369	0	1036.71	0	0	0	0	0	0	3.278	0	0	0	0	0	0	0	0	0	0	0	0	0	34.28	0.025	0	0	0	0	0	0	0	0	0	0	0	183.095	0	10.087	0	0	0	0	0	0	0.034	0	0
2008	RABB3	106.294	0	0	0	0	0	0	0	0	0	40.416	0	0	0	0	46.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.04	0	0	0	0	0	0	0	0	0.014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.854	0	0	0	0	0	0	0	0	0	0	0
1989	RABB4	59.975	0	0	0	0	0	0	0	0	0	0	10.057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.475	0	39.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	RABB4	62.761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.12	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.437	0	12.215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.229	0	0	0	0	0	0	0.71	0	0	0	0	0	0	0	0	0
1991	RABB4	58.749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.985	0	0.852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087	0	0	0	0	0	0	0	0	0
1992	RABB4	107.449	0.075	0	0	0	0	0	0	0	0	0	0	0	0	0	20.539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.25	0	8.476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0.135	0	0	0	0	0	0	0	0	0	17.939	0	0.025	0	0	0	0	0	0	0
1993	RABB4	102.486	0	0	0	0	0	0	0	0	0	0	21.216	0	0	0	5.573	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0.024	0	23.811	0	0	0	0	0	22.946	0.005	15.336	0	0	0	0	0	0	0	0	0	0	0	0.006	0.221	0	0	0	0	0	0	0	0	0.744	0	1.054	0	0	0	0	11.548	0	0	0	0	0	0	0	0	0
1994	RABB4	18.406	0	0	0	0	0	0	0	0	0	10.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.625	0	0.284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.622	0	0	0	0	0	0	0	0	0	0	0
1995	RABB4	64.884	0	0	0	0	0	0	0	0	0	0.473	0	1.893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0.565	56.622	0	0	0	0	0	0	0.049	4.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0.264	0	0	0	0	0	0	0	0	0	0.211	0
1996	RABB4	0.345	0	0	0	0	0	0	0	0	0	0.059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.257	0	0	0	0	0	0	0	0	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0
1997	RABB4	22.556	0	0	0	0	0	0	0	0	0	0.035	0	4.732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.703	0	0	0	0	0	0	0	0	6.241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055	0	0	0.019	0	3.162	0	0	0.609	0	0	0	0	0	0	0	0	0	0	0
1998	RABB4	20.762	0	0	0	0	0	0	0	0	0	1.065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.305	0	0	0	0	0	0	0	0	2.992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038	0	0.144	0	0	0	0	1.218	0	0	0	0	0	0	0	0	0
1999	RABB4	14.39	0	0	0	0	0	0	0	0	0	0.237	0	0	0	0	0	0	0	0	0	0	0.077	0	0	0	0	0	0	0	0	0	0	10.702	2.224	0	0	0	0	0	0	0	1.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	RABB4	7.337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.887	0	0	0	0	0	0	0	0	0.472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.978	0	0	0	0	0	0	0	0	0
2001	RABB4	75.119	0	0	0	0	0	0	0	0	0	0.035	0.532	0	2.13	0	0	0	0	0	0	0	0.228	0	0	0	0	0	0	0	0	0	0	16.93	34.657	0.193	0	0	0	0	0	0	4.408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.606	0	0	12.4	0	0	0	0	0	0	0	0	0	0	0
2002	RABB4	6.663	0	0	0	0	0	0	0	0	0	0.592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.069	0	0	0	0	0	0	0	0	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.994	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	RABB4	80.904	0	0	0	0	0	0	0	0	0	2.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.056	66.357	0	0	0	0	0	0	0	0.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.391	0	0	0	0	0	0	0	0	0	0	0
2004	RABB4	3.265	0.023	0	0	0	0	0	0.698	0	0	0	0	2.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0.267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015	0	0	0	0	0	0	0
2005	RABB4	108.885	0	0	0	0	0	0	0	0	0	0	4.732	7.572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.753	0.007	0	0	1.977	92.667	0.58	0	0	0	0	0	0	0.073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0.522	0	0	0	0	0	0	0	0	0	0	0
2006	RABB4	2.741	0	0	0	0	0	0	0	0	0	1.775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.943	0	0	0.017	0	0	0	0	0	0	0	0	0	0	0
2007	RABB4	1079.076	0	0	0	0	0	0	0	0	0	2.839	51.347	39.221	9.347	0	0	0	0	0	0	0	29.545	0.926	0	0	0	0	0	0	0	0	0.121	52.816	0	487.601	0	0	0	0	0	0	0.155	0	0	0	0	0	0	0	0	0	0	0	0	19.363	48.26	0.007	0	0	0	0	0	0	0	0	202.033	0	0	135.495	0	0	0	0	0	0	0	0	0	0	0
2008	RABB4	41.982	0	0	0	0	0	0	0	0	0	38.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.587	0	0	0	0	0	0	0	0	0	0	0
1989	WELL	51.03	0	0	0	0	0	0	0	0	0	0	15.387	0	0	0	0	0	0	0	0	0	0.006	0.044	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	26.889	0	0.028	0	0	0	0.094	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.492	0	0	0	0	0	0	0	0	0
1990	WELL	31.954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.303	0	0.003	0	0	0	0.294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.565	0	0	0	0	0	0	0	0	0
1991	WELL	18.179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.877	0	0	0	0	0	0.033	0.088	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	5.345	0	0.014	0	0	0	0.013	0	0	0.063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029	0	0	0	0	0	0	0.678	0	0	0.037	0	0	0	0	0	0
1992	WELL	36.128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.419	0	0	0	0	0	0	0.949	0	0	0	0	0	0	0	0	0	0	0	0	0.118	0	0	0	18.003	1.747	1.17	0	0	0	3.964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.186	0	2.385	0	0	0	0	1.958	0	0.025	0.204	0	0	0	0	0	0
1993	WELL	160.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.976	0	0	0	0	0	0.265	0	0	0	0	0	0.024	0	0	0	0	0	0.157	0	0.491	0	0.033	0	13.253	4.161	0.59	0	0	0	1.211	0	0	0.94	0	0	0	0	0	0	1.45	0	0	0	0	0	0	0	0.125	0	0	0	0	0	0	2.978	0	0	0	0	0	0	0	0	133.536
1994	WELL	0.802	0	0	0	0	0	0	0	0	0	0.064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	WELL	103.252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024	0	1.267	0	0	0	0	7.53	0.284	0	0	0	69.725	10.986	1.21	0.042	0	0	0	6.118	0.197	0	0	0	0	0	0	0.549	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0.047	0	0	0	0	0	5.263
1996	WELL	8.167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.083	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.074
1997	WELL	49.061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	4.015	3.136	0	0	0.424	0	0	0	0	0	0.02	0.035	4.763	0	0.009	0	0	0	0.456	0.396	0	0	0	0	0	0	0.056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.334
1998	WELL	5.281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	WELL	2.807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	1.391	0.104	0	0	0	0	0	0	0	0	0	0.139	0.431	0.176	0	0	0.003	0	0.254	0	0	0.014	0	0	0.001	0	0.293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	WELL	5.432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014	0	0	0	0	0	0	0	0	0	0.027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	WELL	95.757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	5.785	1.755	0	0	0	0	0	0.142	0	0.639	0.024	79.482	0.421	0.481	0	0	0	0	6.094	0.337	0	0.136	0	0	0	0	0.297	0	0	0	0	0	0	0.078	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	WELL	0.121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	WELL	1.519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117	0	0	0	0	0	0.753	0	0	0	0	0.035	0.179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.435	0	0	0	0	0	0	0	0	0	0	0
2004	WELL	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	WELL	165.392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.268	0	0	0	0	0	3.012	0.067	0	0	0	155.079	0.744	0.161	0	0	0	0	4.228	0	0	0	0	0	0	0	0.902	0	0	0	0	0	0	0.632	0	0	0	0	0	0	0	0.299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	WELL	584.344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.065	21.8	0	0	0.28	0	0	0	0	0	0	1.42	0	225.263	0.142	0	0	0	0	9.847	0.028	0	0	0	0	0	0	11.189	0	0	0	0	0	0	191.859	0	0	2.074	0.954	0	0	0	0	0	0	0	0	118.423	0	0	0	0	0	0	0	0	0	0	0
2008	WELL	0.295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014	0	0	0	0	0	0	0	0	0	0	0
1989	WELL1	159.45	0	0	0	0	0	0	0	0	0	0	37.539	0	0	0	0	0	0	0	0	0	0.086	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0.01	0	0	0	4.734	0	0	0	0	0	0	0	0	0.201	0	0	0	0	0	110.915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.961	0	0	0	0	0	0	0	0	0
1990	WELL1	95.285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068	0	0	0	0	0	9.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.715	0	0	0	0	0	0	0	0	0.067	0	0	0	0	0	0	4.652	0	0	0	0	0	0	0	0	0
1991	WELL1	118.829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.557	0	0	0	0	0	0.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.74	0	0	0	0	0	0	0	0	0.066	0	0	0	0	0	71.976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.468	0	0	0	0	0	0	0	0	0
1992	WELL1	157.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.255	1.314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.517	0.073	0	0	0	0	0	0	0	0.508	0	0	0	0	0	87.86	0	0	0	0	0	0	0	0	0.741	0	37.378	0	0	0	0	13.422	0	0.062	0	0	0	0	0	0	0
1993	WELL1	169.007	0	0	0	0	0	0	0	0	2.602	0	0	0	0	0	0	0	0	0	0	0	0.424	0.117	0	0	0	0	0	0	0	0	0	0	1.978	3.572	0.22	0	0	0	17.124	0.854	0	0	0	0	0	0	0	1.005	0	0	0	0	0	50.946	1.239	0	0	0	0	0	0	0	0.537	0	35.808	0	0	0	0	3.529	0	0	0	0	0	0	0	0	49.052
1994	WELL1	65.542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.639	0	0	0	0	0	0	0	0	0	0	0	0	0	8.182	0	0	0	0	0	0	0	0	0	0	0
1995	WELL1	163.011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021	0	0	0	0	0	0	9.036	0.092	0	0	0.004	101.354	0.635	0.406	0	0	0	0	5.576	0	0	0	0	0	0	0	0.377	0	0	0	0.174	0	41.298	0	0	0	0	0	0	0	0.034	0	0	0	0	0	0.07	0	0	0	0	0.082	0	0	0	0	0	3.852
1996	WELL1	0.707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707
1997	WELL1	3.754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.065	0.978	0	0	0	0	0	0	0	0	0	0	0	0.119	0	0.037	0	0	0	0.297	0	0	0	0	0	0	0	0.112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.146
