Year	site	total	ALIN	ALLI1	ALMA	AMCH	APRA	ARGL	ARIS1	ARLO	ARNE	ARPU	ARPU1	ARWR	ASAL	ASCL1	ASNU	ASTE	ASTE1	ASTR1	ASWO	BAAB	BAMU	BAPE	BOER	BOUT1	CABA	CACH	CAWR	CHCO	CHIN	CHST	COCO	CRAN	CRCR	CRMI	CRPO	CRPT	CRYP1	CSDL1	CYGY	DAPU	DEPI	DIWI	DYPE	ENDE	ERAB	ERAN	ERBE	ERCA	ERDI	ERDV	ERIG1	ERIO1	ERPU	ERRO	ERTR	EUAL	EUMI	EUPH1	EUSE	EUSR	HAGR	IPLO	IVAM	LARE	LEER	LELA	LEPI1	LEVI	LIBI	LIVE	LONE	MAFE	MAPI	MELE	MILI	MUPO	NAHI	OEPR	PEAN	PECT1	PENA	PHAC1	PHCO	PHIN	PLPA	POAC1	RANE	SACY	SAKA	SCAR	SCBR	SELE	SELO	SOEL	SPOR1	SPSU	SPVEG	STAR	STEX	STPA	TAAN	TALI1	TECO	TILA	UKFO1	UKFO4	UKFO5	UKGS1	VEEN	VEWR	VUOC
1992	GRAV	53.812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.826	0.666	0	0	0	0	0	0	0	0	0	0	0.253	0	0	0	0	0	0	0	0	0	0	0	0	0.347	0	0	0.079	0.098	0	0	0	11.223	0.33	2.203	0	0	0	0	0	0	0.501	0	0	0	0	0	0	0	0	0	0	0	0	0	35.347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.939	0	0	0	0	0	0	0	0	0	0	0	0	0
1993	GRAV	66.193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.486	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.562	0	0	0	0	0	0	0	0.591	0	0	0	1.399	0	0	0	20.978	1.197	15.747	0	0	0	0	0	0	0	0	0	0	6.638	0	0	0	0	0	0	0	0	0	18.591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1994	GRAV	33.854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	GRAV	198.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.695	0.015	0	0	0	0	0	0	0	0	0	0	0	6.777	0	0	2.634	0	0	0	0.076	92.395	0.002	0	0	0.591	0	0	0	2.401	0	0	0	0	3.827	38.129	0	0	0	0	0	0	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	26.82	0	0	0	0	0	0	21.208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.942	0	0	0	0	0	0	0	0	0	0	0	0	0
1996	GRAV	11.204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	GRAV	11.127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	GRAV	18.582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.018	0.019	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0.203	0.027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	GRAV	26.676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.062	0.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.352	3.43	0	0	0	0.054	0	0	0	0.278	0	0	0	0	0.508	3.107	0	0	0	0	0	0	0.032	0	0	0	0	0	0	0	0	0	0	0	0	0	7.749	0	0	0	0	0	7.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.862	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	GRAV	10.793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	GRAV	35.506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.093	0.042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.844	0.442	0	0	0	0.496	0	0	0	0.003	0	0	0	0	2.722	22.916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.938	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	GRAV	14.998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	GRAV	116.347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.186	0	0	0.466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.693	0	0	0	0.031	0	0	0	0.034	0	0	0	0	1.575	25.945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.452	0	0	0	0	0	0	16.258	62.667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	GRAV	6.525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.071	0	0	0	0	0	0	0	0	0	0	0	0	0	5.765	0	0.678	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	GRAV	342.901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.563	0.68	0	0	0	0	0	0	0	0	0	0	0	2.259	0	0	0	0	0	0	1.161	55.42	0	0	0	0.396	0	0	0	0.804	0	0	0	0	0	176.252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.778	0	0	0	0	0	1.161	0	92.753	0	0	3.663	0	0	0	0	0	0	0	0	0	0	2.004	0	0	0	0	0	0	0.007	0	0	0	0	0	0
2006	GRAV	2.757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	GRAV	169.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.179	17.395	0	0	0	0	0	0	0	0	0	0	0.939	0	0	0	0	0	0	0	0.768	8.064	0	0	0	0.239	0	0	0	0.534	0	0	0	0	0.679	45.677	0	0	0	0	0	0	0.558	0	0	0	0	0	0	0	0	0	0	0	0	0	0.084	0.085	0	0	0	0	86.503	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	GRAV	6.479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	GRAV1	185.969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	1.481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052	0	0	0	0	0	0	0	8.242	0.034	0.786	2.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172.867	0	0	0	0	0.104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103	0
1990	GRAV1	292.715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.095	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.119	0	0	4.061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280.195	0	0	0	0	0.233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009	0
1991	GRAV1	162.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012	0.014	0	0	0	0	0	0	0	0	0	0	0.016	0	0	0	0	2.428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.982	0	0.076	7.518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146.193	0	0	0	0	0.038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.304	0.379	0	0	0	0	0	0	0	0	0	0	0	0	0
1992	GRAV1	439.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.759	0	0	0	0	0	0	0	4.258	0	0	0	1.66	0	0	0	0	0	0	0	0	1.842	24.366	0	0	0.622	0	0	0.198	0.982	0	0	0	19.995	0.981	4.636	15.534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.488	0	323.716	0	0	0	0	1.779	0	0.182	0	0	0	0	0	0	0	0	6.657	0	0	0	0	0	21.36	0	0	0	0	0	0	0	0	0	0	0	0	0
1993	GRAV1	213.929	0	0	0.156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.81	0.011	0	0	0	0	0	0	0.144	0	0	0	0.049	0	0	0	0	2.105	0	0	0	0	0	0	0	0.264	0	0	0	3.904	0	0	0	19.211	0.643	7.007	21.277	0	0	0	0	0	0	0	0	0	0.035	0	0	0	0	0	0	0	0	0	147.829	0	0	0	0	1.105	0	0	0	0	0	0	0	0	0	0	6.379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1994	GRAV1	228.065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215.778	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	3.661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	GRAV1	314.161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.445	0.013	0	0	0	0	0	0	0.07	0	0	0	0	25.602	0	0	0	0	0	0	0.149	11.56	0.057	0	0	1.77	0	0	0	4.998	0	0	0	0	0.898	20.822	0.484	0	0	0	0	0	0.057	0	0	0	0	0	0	0	0	0	0	0	0.142	0	238.391	0	0	0	0	0.461	0	5.502	0	0	0	0	0	0	0	0	1.997	0	0	0	0	0	0.743	0	0	0	0	0	0	0	0	0	0	0	0	0
1996	GRAV1	133.108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133.076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	GRAV1	136.544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	132.176	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047	0	0	0	0	0	0
1998	GRAV1	142.081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008	17.182	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0.14	1.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123.468	0	0	0	0	0.033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	GRAV1	65.302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0.233	0	0.008	0	0	1.475	4.133	0	0	0	0.05	0	0	0	0.02	0	0	0	0	0.185	2.487	0.309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.052	0	0	0	0	0.001	3.111	0	0	0	0	0	0.081	0	0	0	0	0.019	0	0	0	0	1.062	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	GRAV1	59.747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	GRAV1	190.954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123	0.132	0	0	0	0	0	0	0.064	0	0	0	0	0	0	0	0	1.336	0	0	1.939	15.165	0	0	0	3.121	0	0	0	0.036	0	0	0	0	3.514	9.287	2.973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150.098	0	0	0	0	0.337	0	0.033	0	0	0	0	1.3	0	0	0	0	0	0	0	0	0	1.496	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	GRAV1	42.852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.841	0	0	0	0	0.011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	GRAV1	209.155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0.186	0.753	0	0	0	0.967	0	0	0	32.596	0	0	0	0.442	0	0	0	0.304	0	0	0	0	0.027	15.932	0.148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.081	0	0	0	0	0.462	0	0	71.926	0	0	0	0	0	0	0	0	0	0	0	0	0	14.264	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	GRAV1	36.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019	0	0	0	0	0	0	0	0.037	0	0	0	0	0	6.279	0.672	0	0	0.072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.326	0	0	0	0	0.353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	GRAV1	541.192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.717	0.074	0	0	0	0	0	0.467	0	0	0	0	5.408	0	0	0	5.435	0	0	0	0	79.475	0	0	0	0.887	0	0	0	2.83	0	0	0	0	1.765	131.133	4.035	0	0	0	0	0	0	0.004	0	0	0	0	0	0.21	0	0	0.814	0	0	0	33.128	0	0	0	0	0.251	39.251	0	55.927	0	0	14.651	0	0	0	0	0	0	0	0	0	0	164.73	0	0	0	0	0	0	0	0	0	0	0	0	0
2006	GRAV1	32.836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	GRAV1	151.581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.762	3.87	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.614	0	0	0.288	0	0.005	0	0.221	0	0.462	0	0	0	0	0.04	30.275	22.003	0	0	0	0	0	0	0.9	0.656	0	0	0	0	0	0	0	0	0	0	0	65.567	0	0	0	0	0.245	8.312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.393	0	0	0	0	0	0	0	1	0	0	0	10.918	0
2008	GRAV1	72.446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	GRAV2	390.154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.339	0	0	0.005	0	0	0	0	0	0	0	9.285	0	0	1.816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035	0	378.615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	GRAV2	288.252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041	0	0	0	0	0	5.685	0	0	4.492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	GRAV2	294.683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144	0.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.061	0	0	0	0	0	0	0	0	0	0	0	0	0	0.175	0	1.996	0.034	0.023	2.555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287.832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.842	0	0	0	0	0	0	0	0	0	0	0	0	0
1992	GRAV2	234.909	0	0	0	0	4.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.454	0	0	0	0	0	0	0	0	0	0	0	0.283	0	0	0	0	0	0	0	0	0	0	0	0	0.031	0	0	0	1.039	0	0	0	9.601	1.679	0	17.297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192.605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1993	GRAV2	203.317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.228	0.035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024	0	0	0	0	0	0	0	0.008	0	0	0	1.748	0	0	0	11.492	2.347	0.442	16.288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166.705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1994	GRAV2	174.779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015	0	0	0	0	0	0	0	0	0	0	9.221	0	0	0.363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165.175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	GRAV2	254.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0.021	0	0	0	0	0	0.467	0	0	0	0	0	11.295	0	0	8.362	0	0	0	0.717	8.565	0.031	0	0	0.475	0	0.008	0	3.307	0	0	0	0	5.612	22.724	3.496	0	0	0	0	0	0.045	0	0	0	0.058	0	0	0	0	0	0.163	0	0	0	173.56	0	0	0	0	0	0	13.619	0	0	0	0	0	0	0	0	0	0.093	0	0	0	0	2.227	0	0	0	0	0	0	0	0	0	0	0	0	0
1996	GRAV2	95.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95.807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	GRAV2	145.324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137.696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	GRAV2	239.685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.955	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0.072	4.101	0	0	0	0	0	0	0	0	0.56	0	0	0	0	0	0	0	0	0	0	231.895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	GRAV2	126.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007	0.041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.121	0	0	0.751	0.641	0.018	0	0	0.007	0	0	0	0.055	0	0.458	0	0	0.204	1.756	2.354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117.661	0	0	0	0	0	1.128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105	0	0	0	0	0	0	0.023	0	0	0	0	0	0
2000	GRAV2	153.669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153.086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	GRAV2	260.235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.156	0.496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.537	17.178	0	0	0	2.102	0	2.572	0	0	0	0	0	0	5.018	8.436	19.771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200.062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.907	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	GRAV2	169.922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169.921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	GRAV2	241.155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0.092	0	0	0	0	0	0	0	0	0	0	0	0.753	0	0	0	0	0	0	0	1.274	0	0	0	0.095	0	0	0	0.018	0	0	0	0	1.683	5.365	0.538	0	0	0	0	0	0	0	0	3.36	0	0	0	0	0	0	0.163	0	0	0	191.248	0	0	0	0	0	0	0	31.396	0	0	0	0	0	0	0	0	0	0	0	0	0	5.09	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	GRAV2	98.221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
