Year	site	total	APRA	ARGL	ARHA	ARIS1	ARLO	ARNE	ARPA	ARPU	ARTE	ARWR	ASNU	ASTE	ASTE1	ASTR1	ASWO	BAAB	BAMU	BOCU	BOER	CABA	CACH	CAWR	CHCO	CHIN	CHST	COCO	CRAN	CRCR	CRMI	CRPT	CRYP1	DAPU	DAWR	DEPI	DIWI	DRCU	ENDE	ERAB	ERAN	ERDI	ERIA1	ERIO1	ERLE	ERPU	ERRO	ERTE	ERTR	ESME	EUAL	EUMC	EVNU	GAPI	GIFL	GILI1	GILI2	GSDL1	HAGR	HODR	HYFL	IPLO	IVAM	LARE	LEER	LEFE	LEGO	LELA	LEPI1	LESQ1	LEVI	LIBI	LIVE	LONE	LUCO	MAFE	MAPI	MEAL	MENT1	MEPU	MILI	MUAR	MUPO	NAHI	OEAL	OENA1	OENO1	OEPR	PAIN	PENA	PHAC1	PHCO	PLMU	PLPA	POPA	PSDL1	PSTA	RANE	SAKA	SCAR	SCBR	SELE	SELO	SOOL	SPCC	SPHA1	SPIN	SPOR1	SPSA	SPSU	SPVEG	STEX	STPA	TOAN	UKFO1	UKFO2	UKGR1	UKGS1	VEWR	VUOC	XASA
2005	BASN4	74.385	0	0	0	0	0	0	0	0	0	0	0.849	0.292	0	0	0	0	0	0	68.791	0	0	0	0	0	0	0	0	0	0	0	1.221	0	0	0.327	0	0	0	0	0.001	0.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.396	0.004	0.015	0	0	0	0	0	0.813	0	0	0	0	0	0	0	0	0	0	0	1.396	0	0	0.196	0	0	0	0	0	0	0	0	0	0.063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2006	BASN4	84.099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	BASN4	181.216	0	0	0	0	0	0	0	0	0	0	7.536	29.54	0	0	0	0	0.784	0	85.978	0	0	0	0	0	0	0	0	0	0	0	0.552	0	0	0.204	0	0	0	0.003	0	0	0	0	0	0	0	26.808	0.001	0	0	0	0	0	0	0	0	0.399	0	0	0	0	0	0	0	0	1.572	4.587	0	0	0.004	0	0	0	0	0.489	0	0	0	0	0	0	0	0.076	0	0	0.005	0.001	0	0	0.345	0	0	21.563	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.767	0	0
2008	BASN4	160.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159.957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	IBPE	283.548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274.243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.305	0	0	0	0	0	0	0	0	0	0
1991	IBPE	129.728	0	0	0	0	0	0	0	0	0	0	0	0.056	0	0	0	0	0	0	121.811	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032	0	0	0	0	0	0	0	0	0	0	0	0	0	7.181	0	0	0	0	0	0	0	0	0	0
1992	IBPE	111.755	0.002	0	0	0	0	0	0	0	0	1.04	0	0	0	0	0	0	0	0	102.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.126	0	0	0	0	0.012	0	0	0	0	0
1993	IBPE	260.275	0.234	0	0	0	0	0	0	0	0	0.894	0	0	0	0	0	0	0	0	248.278	0	0	0	0	0.01	0	0	0	0	0	0	1.021	0	0	1.473	0.103	0	0	0	0	0	0	0.016	0	0	0	0	0	0	0	0	0	0	0	0	0	5.393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039	0	0.045	0	0	0	0	0	0	0	0	0	0	0	2.443	0	0	0	0	0	0	0	0	0	0
1994	IBPE	191.971	0	0	0	0	0	0	0	0	0	0.65	0	0	0	0	0	0	0	0	190.059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.262	0	0	0	0	0	0	0	0	0	0
1995	IBPE	542.752	1.081	0	0	0	0	0	0	0	0	0	0.045	0	0	0	0	0	0	0	87.364	0	0	0.467	0	0.036	0	0	0	448.035	0	0	0	0	0	3.123	1.113	0	0	0.016	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0.001	0	0	0.651	0	0	0	0.081	0	0	0	0	0	0	0	0	0	0	0	0	0	0.431	0	0	0.007	0	0	0	0	0	0	0	0	0	0	0.072	0	0	0	0.218	0	0	0	0	0	0	0	0	0
1996	IBPE	72.641	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0
1997	IBPE	117.662	0.048	0	0	0.059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116.252	0	0	0	0	0	0	0	0	0	0	0	0.719	0	0	0	0.074	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	IBPE	168.057	0	0	0	0	0	0.569	0	0	0	0	0	0	0	0	0	0	0	0	167.392	0	0	0	0	0	0	0	0	0	0	0	0.049	0	0	0.004	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009	0	0	0	0	0	0	0	0	0	0	0
1999	IBPE	153.494	1.003	0	0	0.146	0	0.439	0	0	0	0	0.307	0	0	0	0	0	0	0	139.682	0	0	0	0	0	0	0	0	0	0.031	0	4.371	0	0	2.36	1.715	0	0	0.199	0	0	0	0.007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.301	0	0	0.01	0	0	0	0	0.712	0	0	0	0	0	0	0	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	IBPE	53.796	0	0	0	0.748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.946	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	IBPE	216.371	0.875	0	0	0	0	0	0	0	0	0	0.008	0	0	0.003	0	0	0.002	0	190.052	0	0	0	0	0	0	0	0	0	0.139	0	6.031	0	0	3.58	12.94	0	0	0.196	0.041	0	0	0.016	0	0	0.053	0	0	0	0	0	0	0	0	0	0	0.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011	0	0	0	0.488	0	0	0	0	0	0	0	0.186	0	0	0	0	0	0	0	0	0	1.725	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	IBPE	127.531	0.051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127.1	0	0	0	0	0	0	0	0	0	0	0	0.223	0	0	0	0.145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	IBPE	211.473	0.013	0	0	0	0	0	0	0	0	0	0.107	0	0.027	0	0	0	0	0	207.295	0	0	0	0	0	0	0	0	0	0	0	3.406	0	0	0.499	0.094	0	0	0.006	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	IBPE	67.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	IBPE	66.999	0.577	0	0	0	0	0	0	0	0	0	0.266	0	0	0	0	0	0	0	28.885	0	0	0	0	0	0	0	0	0	0.242	0	11.537	0	0	8.8	13.858	0	0	0.044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.488	0	0	0	0	0	0	0	0.521	0	0	0	0	0	0	0	0	0	1.294	0	0	0	0.475	0	0	0	0	0	0	0	0	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2006	IBPE	59.583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	IBPE	177.641	6.954	0	0	0	0	0	0	0	0	0	0.464	0	0	0	0	0	0	0	110.293	0	0	0	0	0	0	0	0	0	0	0	0.101	0	0	0.068	54.954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.098	0	0	0	0.281	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163	0	0	0	0	0	0	0	0.413	0.024	0	0	0	0	0	0.017	0	0	2.587	0	0	0	0	0	0	0	0	0	0	0	0	0.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	IBPE	120.508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120.505	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	IBPE1	71.034	0	0	0	0	0	0	0	0	0	7.475	0	0	0	0	0	0	0	0	47.851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.634	0	0	0	0	0	0	0	0	0	0
1991	IBPE1	104.205	0	0	0	0	0	0	0	0	0	3.901	0	0	0	0	0	0	0	0	40.88	0	0	0	0	0	0	0	0	0	0	0	0.195	0	0	0	0.016	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031	0	0	0	0	0	0	0	0	0	0	0	0	0	58.908	0	0	0	0	0	0	0	0	0	0
1992	IBPE1	31.125	0.007	0	0	0	0	0	0	0	0	4.046	0	0	0	0	0	0	0	0	18.596	0	0	0	0	0	0	0	0	0	0	0	0.008	0	0	0	0	0	0.452	0	0	0	0	0	0	0.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.245	0	0	0	0	0	0	0	0	0	0	0	0	0	7.74	0	0	0	0	0	0	0	0	0	0
1993	IBPE1	102.556	0.316	0	0	0	0	0	0	0	0	1.849	0	0	0	0	0	0	0	0	69.264	0	0	0	0	0	0	0	0	0	0	0	3.05	0	0	0.386	0.19	0	0	0	0	0	0	0.005	0	0.02	0	0	0	0	0	0	0	0	0	0	0	11.072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.488	0	0	0	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.971	0	0.334	0	0	0	0	0	0	0	0	0	0	0	14.599	0	0	0	0	0	0	0	0	0	0
1994	IBPE1	77.728	0	0	0	0	0	0	0	0	0	0.679	0	0	0	0	0	0	0	0	67.375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	9.667	0	0	0	0	0	0	0	0	0	0
1995	IBPE1	962.571	0.838	0	0	0	0	0	0	0.065	0	0	0.186	0.013	0	0	0	0	0	0	38.422	0	0	0	0	0.036	0	0	0	911.883	0	0	0	0	0	1.176	4.696	0	0	0.01	0.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.077	0	0	0	0	0	0	0.023	0	0	0	0.038	0	0	0	0	0	0	0	0	0	0	0	0	0.129	0	0.003	0	0	0	0	0	0	0	0	4.557	0	0.009	0	0.293	0	0.077	0.005	0	0	0	0	0	0.009
1996	IBPE1	23.356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.424	0.004	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163	0	0.054	0.106	0	0	0	0	0	0	0	0	0	0
1997	IBPE1	53.651	0.026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.376	0	0	0	0	0	0	0	0	0	0	0	0.675	0	0	0	0.333	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021	0	0.021	0	0	0	0	0	0	0	0.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	IBPE1	52.347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.313	0	0	0	0	0	0	0	0	0	0	0	0.021	0	0	0	0	0	0	0	0	0	0	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	IBPE1	26.476	0.636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	11.585	0	0	0	0	0	0	0	0	0	0.017	0	4.034	0	0	0.267	7.845	0	0	0.227	0	0	0	0.124	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0.129	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027	0	0	0	0	0	0	0.001	0	0	0	0	1.496	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	IBPE1	13.123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.897	0	0	0	0	0	0	0	0	0	0.005	0	0.145	0	0	0.003	0.016	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0.042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	IBPE1	48.71	0.109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.163	0	0	0	0	0	0	0	0	0	0	0	1.406	0	0	1.077	2.33	0	0	0.05	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0.044	0	0	0	0	0	0	0	0	0	0	0	0	0.011	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	IBPE1	24.934	0.013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.55	0	0	0	0	0	0	0	0	0	0	0	0.345	0.001	0	0	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	IBPE1	82.593	0.029	0	0	0	0	0	0	0	0	0	0	0.003	0.003	0	0	0	0	0	79.923	0	0	0	0	0	0	0	0	0	0	0	2.357	0	0	0.224	0	0	0	0.015	0	0	0	0	0	0	0.013	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	IBPE1	12.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	IBPE1	32.217	0.188	0	0	0	0	0	0	0	0	0	0.292	0	0.027	0	0	0	0	0	10.39	0	0	0	0	0	0	0	0	0	0.017	0	9.699	0	0	4.889	0.66	0	0	0.003	0	0	0	0	0	0	0.012	0	0	0	0	0	0	0	0	0	0	0.129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.604	0	0	0	0	0	0	0	0.768	0	0	0	0	0	0	0	0	0	1.725	0	0	0.03	0.23	0.052	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0
2006	IBPE1	9.155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	IBPE1	101.065	6.893	0	0	0	0	0	0	0	0	0	0.371	0	0	0	0	0	0.012	0	41.447	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0	0.208	34.579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049	0	0	0	0.137	0	0	3	0	0	0	0	0	0	0	0	0.001	0	0	0.031	0	0	0.651	0	0	0	0	0	0	0	2.535	0	0	0	0	0	0	0.207	0	0	9.919	0	0	0.034	0	0	0.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041	0	0	0	0	0	0	0
2008	IBPE1	47.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.095	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	IBPE2	157.018	0	0	0	0	0	0	0	0	0	4.42	0	0	0	0	0	0	0	0	148.445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.123	0	0	0	0	0	0	0	0	0	0
1991	IBPE2	116.049	0	0	0	0	0	0	0	0	0	4.94	0	0	0	0	0	0	0	0	98.628	0	0	0	0	0	0	0	0	0	0	0	0.338	0	0	0	0	0	0	0	0	0	0	0	0	0.066	0	0	0	0	0	0	0	0	0	0	0	0.724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0.043	0	0	0	0	0	0	0	0	0	0	0	0	0	11.309	0	0	0	0	0	0	0	0	0	0
1992	IBPE2	40.96	0.009	0	0	0	0	0	0	0	0	3.445	0	0	0	0	0	0	0	0	35.104	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0.099	0	0	0	0	0	0	0	0	0.012	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.391	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89	0	0	0	0	0	0	0	0	0	0
1993	IBPE2	104.964	0.421	0	0	0	0	0	0	0	0	0.504	0	0.053	0	0	0	0	0	0	84.019	0	0	0	0	0.001	0	0	0	0	0	0	1.585	0	0	0.885	1.005	0	0	0	0	0	0	0.041	0	0.003	0	0	0	0	0	0	0	0	0	0	0	9.189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.154	0	0.199	0	0	0	0	0	0	0	0	0	0	0	5.893	0	0	0	0	0	0	0	0	0	0
1994	IBPE2	112.704	0	0	0	0	0	0	0	0	0.466	2.256	0	0	0	0	0	0	0	0	107.303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	2.669	0	0	0	0	0	0	0	0	0	0
1995	IBPE2	654.404	1.135	0	0	0	0	0	0	0	0	0	0.265	0.04	0	0	0	0	0	0	33.286	0	0	0	0	0.014	0	0	0	609.93	0	0	2.126	0	0	4.403	1.534	0	0	0	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0.326	0	0	0	0.029	0	0	0	0	0.199	0	0	0	0	0	0	0	0	0.863	0	0	0.092	0	0	0	0	0	0	0	0	0	0	0	0	0.014	0	0.099	0	0.021	0	0	0	0	0	0	0
1996	IBPE2	42.218	0	0	0	0.419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.679	0.002	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0.102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
